,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,690.8239798983648
1,2.0,0.2180499956009232,0.2335809851490211,0.6599982158566265,0.1101804627456271,685.7514168030889
2,3.0,0.2219119667924422,0.2297684101210931,0.661368251657117,0.1156309313793935,696.554856814739
3,4.0,0.2219105217591541,0.2297649830326919,0.6613683079767512,0.1156317773623804,696.5604458462929
4,5.0,0.2219101595954196,0.2297641263739097,0.6613683216722449,0.1156319877912177,696.561842010598
5,6.0,0.2219101369128629,0.2297640728303618,0.6613683224319734,0.1156320008574565,696.5619292183114
6,7.0,0.2219101142450769,0.2297640192754728,0.6613683232077117,0.1156320139018899,696.5620164494658
