,iteration,SigC,SigH,EpsC,EpsH,prediction
0,1.0,0.2,0.182,0.657,0.08,690.5047392259708
1,2.0,0.2184732562899724,0.2337472705412049,0.6593716389955339,0.1096914823148862,684.9557437457071
2,3.0,0.2271173766498338,0.2280969930367222,0.6598849292861506,0.121406033326518,704.0669219969175
3,4.0,0.1681959772695771,0.248716604789768,0.6568537526009492,0.1210032006949788,638.179035568022
4,5.0,0.1681959718394424,0.2487164857755199,0.6568537523428969,0.1210032048072166,638.1793745266743
